/Users/wenyu/Desktop/TorchProject/HRnet/demo/2/3_88.bmp,2
/Users/wenyu/Desktop/TorchProject/HRnet/demo/34/35_54.bmp,34
/Users/wenyu/Desktop/TorchProject/HRnet/demo/10/11_93.bmp,10
/Users/wenyu/Desktop/TorchProject/HRnet/demo/1/2_16.bmp,1
/Users/wenyu/Desktop/TorchProject/HRnet/demo/30/31_15.bmp,30
/Users/wenyu/Desktop/TorchProject/HRnet/demo/14/15_22.bmp,14
/Users/wenyu/Desktop/TorchProject/HRnet/demo/7/8_64.bmp,7
/Users/wenyu/Desktop/TorchProject/HRnet/demo/16/17_71.bmp,16
/Users/wenyu/Desktop/TorchProject/HRnet/demo/15/16_89.bmp,15
/Users/wenyu/Desktop/TorchProject/HRnet/demo/10/11_87.bmp,10
/Users/wenyu/Desktop/TorchProject/HRnet/demo/25/26_74.bmp,25
/Users/wenyu/Desktop/TorchProject/HRnet/demo/12/13_20.bmp,12
/Users/wenyu/Desktop/TorchProject/HRnet/demo/22/23_10.bmp,22
/Users/wenyu/Desktop/TorchProject/HRnet/demo/12/13_82.bmp,12
/Users/wenyu/Desktop/TorchProject/HRnet/demo/2/3_43.bmp,2
/Users/wenyu/Desktop/TorchProject/HRnet/demo/12/13_75.bmp,12
/Users/wenyu/Desktop/TorchProject/HRnet/demo/22/23_28.bmp,22
/Users/wenyu/Desktop/TorchProject/HRnet/demo/4/5_23.bmp,4
/Users/wenyu/Desktop/TorchProject/HRnet/demo/22/23_32.bmp,22
/Users/wenyu/Desktop/TorchProject/HRnet/demo/12/13_36.bmp,12
/Users/wenyu/Desktop/TorchProject/HRnet/demo/15/16_77.bmp,15
/Users/wenyu/Desktop/TorchProject/HRnet/demo/19/20_72.bmp,19
/Users/wenyu/Desktop/TorchProject/HRnet/demo/16/17_42.bmp,16
/Users/wenyu/Desktop/TorchProject/HRnet/demo/10/11_65.bmp,10
/Users/wenyu/Desktop/TorchProject/HRnet/demo/11/12_69.bmp,11
/Users/wenyu/Desktop/TorchProject/HRnet/demo/7/8_90.bmp,7
/Users/wenyu/Desktop/TorchProject/HRnet/demo/22/23_46.bmp,22
/Users/wenyu/Desktop/TorchProject/HRnet/demo/31/32_32.bmp,31
/Users/wenyu/Desktop/TorchProject/HRnet/demo/20/21_46.bmp,20
/Users/wenyu/Desktop/TorchProject/HRnet/demo/32/33_39.bmp,32
/Users/wenyu/Desktop/TorchProject/HRnet/demo/1/2_72.bmp,1
/Users/wenyu/Desktop/TorchProject/HRnet/demo/28/29_12.bmp,28
/Users/wenyu/Desktop/TorchProject/HRnet/demo/12/13_93.bmp,12
/Users/wenyu/Desktop/TorchProject/HRnet/demo/12/13_33.bmp,12
/Users/wenyu/Desktop/TorchProject/HRnet/demo/11/12_86.bmp,11
/Users/wenyu/Desktop/TorchProject/HRnet/demo/3/4_69.bmp,3
/Users/wenyu/Desktop/TorchProject/HRnet/demo/15/16_14.bmp,15
/Users/wenyu/Desktop/TorchProject/HRnet/demo/1/2_78.bmp,1
/Users/wenyu/Desktop/TorchProject/HRnet/demo/19/20_97.bmp,19
/Users/wenyu/Desktop/TorchProject/HRnet/demo/8/9_22.bmp,8
/Users/wenyu/Desktop/TorchProject/HRnet/demo/33/34_17.bmp,33
/Users/wenyu/Desktop/TorchProject/HRnet/demo/28/29_18.bmp,28
/Users/wenyu/Desktop/TorchProject/HRnet/demo/31/32_3.bmp,31
/Users/wenyu/Desktop/TorchProject/HRnet/demo/25/26_51.bmp,25
/Users/wenyu/Desktop/TorchProject/HRnet/demo/7/8_87.bmp,7
/Users/wenyu/Desktop/TorchProject/HRnet/demo/26/27_27.bmp,26
/Users/wenyu/Desktop/TorchProject/HRnet/demo/26/27_72.bmp,26
/Users/wenyu/Desktop/TorchProject/HRnet/demo/2/3_18.bmp,2
/Users/wenyu/Desktop/TorchProject/HRnet/demo/32/33_75.bmp,32
/Users/wenyu/Desktop/TorchProject/HRnet/demo/20/21_14.bmp,20
/Users/wenyu/Desktop/TorchProject/HRnet/demo/21/22_61.bmp,21
/Users/wenyu/Desktop/TorchProject/HRnet/demo/13/14_33.bmp,13
/Users/wenyu/Desktop/TorchProject/HRnet/demo/24/25_68.bmp,24
/Users/wenyu/Desktop/TorchProject/HRnet/demo/20/21_26.bmp,20
